episode_idx,timestep,traj_length,K,total_var,expert_action_norm,gripper_state,TV1_cumulative_position_V_ucm,TV1_cumulative_position_V_ort,TV1_cumulative_position_ratio,TV2_cumulative_pos_orient_V_ucm,TV2_cumulative_pos_orient_V_ort,TV2_cumulative_pos_orient_ratio,TV3_per_step_position_V_ucm,TV3_per_step_position_V_ort,TV3_per_step_position_ratio
1390,0,21,30,0.001912971,0.021051755,1.0,4.233675062822426e-05,2.6057342432368915e-06,16.24753204902153,3.718942932355688e-05,5.850249156840222e-05,0.6356896659704535,7.436586070024097e-05,5.341263508084119e-06,13.922896817894609
1390,3,21,30,0.0014428141,0.03125644,1.0,3.174779310200341e-05,4.721115898341943e-06,6.7246375190986605,2.6341060338378426e-05,5.60815838455476e-05,0.46969180490557205,5.7421704623886167e-05,2.695546929662986e-06,21.302431796676373
1390,6,21,30,0.0019188432,0.009343279,0.0,4.242858082739615e-05,3.185688380367628e-06,13.318496902857742,4.129391828159193e-05,3.0749772424511424e-05,1.3429015900187768,7.730278030934048e-05,2.6490197895732482e-06,29.18165451749751
1390,9,21,30,0.0014755938,0.060143135,0.0,3.266870603357443e-05,1.8340243374052985e-06,17.812580437069204,2.9856346450279066e-05,3.693788226855742e-05,0.8082852783277626,5.9126437685663655e-05,2.3566391694640645e-06,25.089304485722312
1390,12,21,30,0.0019334932,0.04999388,0.0,4.270226521292028e-05,3.963717780258962e-06,10.773285985595678,3.808737518399315e-05,5.5637221699079535e-05,0.6845664470809345,7.624016914402945e-05,4.3220428527284495e-06,17.639845726170904
1390,15,21,30,0.0023112337,0.032910325,0.0,5.096856400991815e-05,5.88277028264975e-06,8.664041184854938,4.625757826355317e-05,6.14025673708387e-05,0.7533492530398952,9.026787822936909e-05,6.033525574558658e-06,14.961050071619534
1390,18,21,30,0.0023952136,0.03767209,1.0,5.270961503908582e-05,7.760290391163273e-06,6.792221989412514,5.042516328523002e-05,4.6226114992115176e-05,1.0908371446276868,9.398260655742573e-05,5.817957939755598e-06,16.153882088974633
2668,0,35,30,0.0012143236,0.043535803,1.0,2.6910705832946823e-05,1.1139404335862784e-06,24.158119250873302,2.6470035382300187e-05,1.709701628779303e-05,1.5482254293223858,4.8613966378308834e-05,1.9828496126647534e-06,24.517223125649192
2668,3,35,30,0.0016481287,0.11329567,1.0,3.65563177463785e-05,1.0315299294291122e-06,35.438930760458064,3.715290084227338e-05,1.4617842166639647e-05,2.5416132161463953,6.694826278535183e-05,1.723774230286504e-06,38.838185192166684
2668,6,35,30,0.00058049435,0.09463273,1.0,1.2876562518324872e-05,3.4970421913690675e-07,36.82129586570355,1.2620253955780915e-05,8.407293306538577e-06,1.501107847155256,2.318429046774062e-05,1.002977281510625e-06,23.11546920865627
2668,9,35,30,0.0010860162,0.054586716,1.0,2.3897028826410987e-05,3.5499654302579275e-06,6.731622968135415,2.2134987171656812e-05,2.605778871161367e-05,0.8494576196249335,4.23772313319792e-05,2.8734433963236388e-06,14.74789146227755
2668,12,35,30,0.0015247831,0.03243684,0.0,3.36893498176781e-05,2.9207901816840836e-06,11.534327261485565,3.205682622349817e-05,2.9732735158940518e-05,1.0781660702297955,5.840045994074784e-05,5.13216974010911e-06,11.379292365241653
2668,15,35,30,0.0020963242,0.066101305,0.0,4.639826576596321e-05,2.8008441674045715e-06,16.56581480181334,4.6454306373506574e-05,2.420727071388041e-05,1.9190228804633374,8.268148933330214e-05,4.665364498804449e-06,17.722407189082478
2668,18,35,30,0.0007536069,0.054042988,0.0,1.669428359999039e-05,7.880188007634108e-07,21.18513363363594,1.6635476530977244e-05,9.152800683468933e-06,1.8175285474120428,3.0060947795748406e-05,1.3393363043290016e-06,22.44465986517758
2668,21,35,30,0.00043991106,0.054664727,0.0,9.741037642744032e-06,5.214537198156364e-07,18.680541096126504,9.715229024564278e-06,5.3119060085381e-06,1.8289534884368228,1.704353750354464e-05,1.2860897915773785e-06,13.252214281742242
2668,24,35,30,0.0013294087,0.025131445,0.0,2.9294246805213444e-05,3.7225537115862345e-06,7.869395333111457,2.9081632283025228e-05,1.7996701913717333e-05,1.6159423222350984,5.0861066591824014e-05,4.530965381899474e-06,11.225216329174868
2668,27,35,30,0.0019000907,0.007923021,0.0,4.162588947920609e-05,8.975192759008667e-06,4.637882505356217,4.0924603365351385e-05,3.020954391609029e-05,1.3546912021917024,7.210229759532585e-05,7.068144273061662e-06,10.201022334833265
2668,30,35,30,0.0024783348,0.03196929,1.0,5.4244053387833004e-05,1.2450864315818889e-05,4.356649627842756,5.4022900469864355e-05,3.4895529277606427e-05,1.5481324280853528,9.538599415205702e-05,7.877963989607207e-06,12.10795000813566
2668,33,35,30,0.003378665,0.07582019,1.0,7.475176797711451e-05,4.945275588158192e-06,15.115794184678574,7.688084875257576e-05,2.4944956354407657e-05,3.0820197742695696,0.00013323407684318362,7.543647562425848e-06,17.661757888426443
2907,0,34,30,0.0043279966,0.032190703,1.0,9.59192485794544e-05,3.876728696763354e-06,24.74231654630269,8.684210724645002e-05,0.0001134379779691395,0.7655470310840271,0.00017497315188504353,5.360030288528905e-06,32.644060288149234
2907,3,34,30,0.0031184454,0.05020768,1.0,6.900486216255575e-05,4.408848148412505e-06,15.651449049657641,5.916357002303471e-05,0.00010559590013213129,0.5602828324679634,0.00012469418537250487,5.241037200838721e-06,23.791890916658655
2907,6,34,30,0.0015481593,0.058857586,1.0,3.414598088192829e-05,3.863388428893374e-06,8.83835045592582,3.320292126383272e-05,2.560610198207977e-05,1.2966800369329752,6.0756160360845756e-05,3.7504773463814546e-06,16.199580679900567
2907,9,34,30,0.0024735914,0.027804678,1.0,5.4403410649772325e-05,8.479301976656711e-06,6.416024668014353,5.2191895124183484e-05,4.69219649923364e-05,1.112312647876273,9.776889657491544e-05,5.2974111404897626e-06,18.455976699191297
2907,12,34,30,0.0023807117,0.026869364,0.0,5.2606857766111474e-05,4.467707526832094e-06,11.774910835180226,5.1292038073978916e-05,3.7741020491399725e-05,1.3590527602629914,9.429021403736831e-05,4.9061077149447155e-06,19.218944938804878
2907,15,34,30,0.0032998924,0.04986262,0.0,7.315391677790798e-05,2.6554460606395194e-06,27.548635938133156,7.128721389086349e-05,5.097160162858516e-05,1.398567273014337,0.00013046793507937016,7.027589636787261e-06,18.56510437041042
2907,18,34,30,0.0024296003,0.25292832,0.0,5.3669677654670555e-05,4.821615278950986e-06,11.13105765384649,5.051244632201451e-05,5.134626579540304e-05,0.9837608546508326,9.6779694024646e-05,4.453653487730154e-06,21.73040500148355
2907,21,34,30,0.0028898055,0.10727777,0.0,6.370133393828525e-05,7.748526631286418e-06,8.221089888376557,6.19606047438306e-05,4.791003464596836e-05,1.2932698797170374,0.00011422443445984821,6.184132503347425e-06,18.470567116409516
2907,24,34,30,0.0033601904,0.058685876,1.0,7.423153584195783e-05,6.59038403258572e-06,11.263613087632661,7.156320334020023e-05,5.9089287449575125e-05,1.2111028314780399,0.00013419099807618167,5.816929631562526e-06,23.06904270391452
2907,27,34,30,0.004752027,0.13731527,1.0,0.00010500622862764374,8.91552673029403e-06,11.777905198897955,9.755690163709517e-05,0.00010910616661280889,0.8941465424525523,0.00018702739939473737,1.0973720123381448e-05,17.043208437241123
2907,30,34,30,0.002679955,0.1316164,1.0,5.927029976241206e-05,4.2638185012021925e-06,13.900755800393632,5.634612941420306e-05,5.223625156927011e-05,1.0786786517306448,0.00010670450815437202,4.960281212800877e-06,21.511786041283766
2907,33,34,30,0.005216539,0.004851534,1.0,0.00011557136302428832,5.275922605789819e-06,21.905431838112985,0.0001103463738517034,9.699856702313336e-05,1.137608288846027,0.0002107242153374443,6.631580658820019e-06,31.775865540771274
3298,0,47,30,0.0152193215,0.13085172,1.0,0.0003369367458607542,1.9055858961611504e-05,17.681530207560918,0.0002970568948604517,0.0004571552594133004,0.6497943286088096,0.0006273181935781326,6.82018728098306e-06,91.97961400961867
3298,3,47,30,0.012528057,0.17078038,1.0,0.00027005657753010655,0.000125170560581729,2.1575087326845956,0.00028836317993669665,6.946735220978693e-05,4.151060473211335,0.0004904189649123838,3.1583438029282035e-05,15.527725780128826
3298,6,47,30,0.006283329,0.16300777,1.0,0.0001393433635635719,4.2924678418974345e-06,32.46229644482947,0.00014649633259668059,2.174713247097384e-05,6.736351691065983,0.00025817568054802925,3.629684613905302e-06,71.12895692340861
3298,9,47,30,0.004950803,0.039869845,1.0,0.00010967167047173223,5.192509205065745e-06,21.121131641853992,0.00011630944717324414,1.0967652927815656e-05,10.604770951336862,0.0002025691276213535,3.714318163777635e-06,54.537365591570975
3298,12,47,30,0.015608473,0.06740814,1.0,0.0003465762284720946,4.180832640095614e-06,82.89646065913047,0.0003637119917343846,5.542818772006453e-05,6.561859708841319,0.0006485695330186465,1.783499446542801e-06,363.649977170364
3298,15,47,30,0.012747885,0.08772006,0.0,0.00028288012816077876,6.092793098003632e-06,46.428645058284914,0.0002702126413416944,0.00023315886836298242,1.1589207103245438,0.0005279081656023448,3.2536738363659473e-06,162.2498726522537
3298,18,47,30,0.005519601,0.01901451,0.0,0.0001223989949672745,3.8821093394199485e-06,31.52899217041706,0.0001187835695438234,8.844853011750473e-05,1.3429682707673973,0.00022710764229169313,2.8757369393740223e-06,78.97371946028169
3298,21,47,30,0.009115385,0.09604082,0.0,0.00020162111580409925,1.4144738928726582e-05,14.25414189827332,0.00019074584035510048,0.00018400985550940432,1.036606652546129,0.0003697119623698319,1.0095722128945009e-05,36.62065552595259
3298,24,47,30,0.0019512707,0.20693368,0.0,4.18817558271324e-05,2.2197263259555195e-05,1.8867981758563717,4.3783549091181944e-05,1.8726956694997047e-05,2.337995959742825,7.522732989814089e-05,6.075620185176774e-06,12.38183553370891
3298,27,47,30,0.0023294154,0.13264902,0.0,5.1537241195368614e-05,3.413264079828746e-06,15.099107478948536,5.4186310493506813e-05,8.931767550631341e-06,6.066695106689902,9.56423183813508e-05,1.4166668699439478e-06,67.51221505245972
3298,30,47,30,0.0023166586,0.004806366,0.0,5.0411652632460934e-05,1.6044846435371928e-05,3.1419217899976344,5.218740640324011e-05,2.0797973138462144e-05,2.5092544381994997,9.281068839469342e-05,3.7167660955922993e-06,24.97081764299274
3298,33,47,30,0.0032634595,0.08413782,0.0,7.223429254498617e-05,4.305389658347133e-06,16.77764343697462,7.675225238942838e-05,6.644122190571166e-06,11.551902597208304,0.00013443716320295714,1.5403090261853012e-06,87.27934519471171
3298,36,47,30,0.0027701112,0.0937557,0.0,6.130982473750583e-05,3.723126712523921e-06,16.467294688432368,6.434536938074926e-05,1.1267663222310784e-05,5.710622345664432,0.00011424112532765299,1.1801868942359318e-06,96.79918145643718
3298,39,47,30,0.00349167,0.04383874,0.0,7.661860867828616e-05,1.4610909398098428e-05,5.243931543936469,8.124569536231013e-05,1.322515225002446e-05,6.143271081220246,0.0001411140036949615,4.372251251587323e-06,32.27490726744736
3298,42,47,30,0.0034295847,0.017717633,0.0,7.598259470250269e-05,3.4560541114760396e-06,21.98536025526852,8.070354746591469e-05,6.672655063105329e-06,12.094667969897541,0.00014176772097935386,1.1316508517732195e-06,125.27514184893117
3298,45,47,30,0.0021505416,0.05613612,0.0,4.439440037990664e-05,5.093113946423664e-05,0.871655353618781,4.6036659816100375e-05,3.616695386871557e-05,1.2728929282574197,7.509582110854044e-05,1.4510072036814092e-05,5.175427173484169
4060,0,43,30,0.0013930497,0.03632533,1.0,3.0884215502904094e-05,1.0866501352828956e-06,28.42148958538875,3.203566914669944e-05,7.92525731252607e-06,4.042224483496108,5.4649446920134985e-05,3.3942884147205616e-06,16.10041347197482
4060,3,43,30,0.0007755915,0.039035022,1.0,1.720902858649324e-05,3.950876014738674e-07,43.55750097521476,1.7801634990488567e-05,4.653813266016288e-06,3.8251717404482255,3.0506898660551334e-05,1.809415889307727e-06,16.86008111281874
4060,6,43,30,0.0006174478,0.03917206,1.0,1.3646080807859208e-05,1.1247232868582345e-06,12.132833886615549,1.3984708936137797e-05,5.015005149408619e-06,2.78857319573977,2.4089969964527506e-05,1.6370219610657885e-06,14.715728033876621
4060,9,43,30,0.0004825179,0.03741556,1.0,1.0651393962403538e-05,1.0683943448935605e-06,9.969534201778922,1.0947511263557544e-05,3.7870730455705047e-06,2.890757883944737,1.9120077268988378e-05,9.848357036299506e-07,19.414484262212223
4060,12,43,30,0.00036648862,0.019174812,1.0,7.873492314952262e-06,4.0604848899116515e-06,1.939052238444255,7.2097785521332104e-06,1.0612984942165314e-05,0.6793356055268496,1.3330668100152168e-05,1.9396906016222803e-06,6.872574465743622
4060,15,43,30,0.00047827532,0.036904242,1.0,1.053910930778859e-05,1.3384791118095516e-06,7.873943802933377,1.05436886353393e-05,5.906738916944089e-06,1.7850270315983736,1.8412518793726402e-05,1.5156210473533954e-06,12.148497690685064
4060,18,43,30,0.0003704625,0.027192649,1.0,8.191259183655744e-06,6.186244463951934e-07,13.241085494417971,8.224882798708358e-06,4.169576509657158e-06,1.9725942861723975,1.440350976413817e-05,1.032429261015747e-06,13.951086343646823
