episode_idx,timestep,traj_length,K,total_var,expert_action_norm,gripper_state,TV1_cumulative_position_V_ucm,TV1_cumulative_position_V_ort,TV1_cumulative_position_ratio,TV2_cumulative_pos_orient_V_ucm,TV2_cumulative_pos_orient_V_ort,TV2_cumulative_pos_orient_ratio,TV3_per_step_position_V_ucm,TV3_per_step_position_V_ort,TV3_per_step_position_ratio
4060,21,43,30,0.00058085285,0.016707715,1.0,1.2791532709339444e-05,1.7446094221132175e-06,7.332032343288199,1.276277558945866e-05,7.4693709048918295e-06,1.7086814608577119,2.1711946392658752e-05,2.490253615116855e-06,8.718769148996866
4060,24,43,30,0.0016151523,0.031638615,1.0,3.5559993350682224e-05,4.9842349903493585e-06,7.134493742677596,3.644241363243872e-05,1.4095172198220333e-05,2.5854535950287976,6.064176476718104e-05,6.656252139141792e-06,9.110496943254278
4060,27,43,30,0.0031705028,0.015234223,1.0,7.003100148895575e-05,6.369267858016258e-06,10.995141521770961,7.065394368753807e-05,3.38395392834097e-05,2.0879109226577777,0.00012067137072494373,1.1432915549100333e-05,10.554732973116336
4060,30,43,30,0.0013248428,0.070027485,1.0,2.91695304174983e-05,4.071313113120595e-06,7.164649243875111,2.9574594794142397e-05,1.3784971128800723e-05,2.1454230493346964,5.182191741608431e-05,3.37986625586507e-06,15.332534926835617
4060,33,43,30,0.00096173875,0.063900694,1.0,2.1243506707058124e-05,1.9269893448248392e-06,11.024195211099691,2.1422120439083354e-05,1.0334951901764877e-05,2.0727837577478367,3.8072732710608885e-05,1.9997160332282027e-06,19.039069586868745
4060,36,43,30,0.0007183828,0.18526712,1.0,1.5814951610197324e-05,2.236651243945355e-06,7.070816987229731,1.581471400053176e-05,9.027464694730289e-06,1.7518444585846427,2.812924541929431e-05,1.8033702553188428e-06,15.598153144829901
4060,39,43,30,0.0006769901,0.0,1.0,1.4687760337392855e-05,5.346958095448383e-06,2.7469376185865126,1.4077430804216264e-05,1.4289665948656732e-05,0.9851476482933166,2.519620385041404e-05,3.0117165441286073e-06,8.366060843121
4060,42,43,30,0.00057642034,0.0022566817,1.0,1.2636767739309349e-05,2.5885893077349217e-06,4.881719823824362,1.255495837957053e-05,8.185344041693862e-06,1.533833925076218,2.2262721404730584e-05,1.7547917699413088e-06,12.686816627522244
4165,0,76,30,0.0013295892,0.03045924,1.0,2.9196203895241243e-05,5.25333920967911e-06,5.557646808994966,2.5069622893670017e-05,4.6110838563458795e-05,0.5436817823030615,5.271542279782216e-05,2.6841269069650588e-06,19.639690903224643
4165,3,76,30,0.00097391964,0.022626858,1.0,2.1243057876159228e-05,5.994011349664084e-06,3.544046989058459,2.0017199126786818e-05,2.2199545858518507e-05,0.9016940821384295,3.733190364094858e-05,3.2480812955579854e-06,11.493525021064894
4165,6,76,30,0.0027039424,0.022997536,0.0,5.8896958979554376e-05,1.7859688024760618e-05,3.297759675191404,4.8095210348974146e-05,0.00011399056391621912,0.42192273374770917,0.00010175935656193568,1.0904902527823853e-05,9.331523716264014
4165,9,76,30,0.0019026947,0.036014706,0.0,4.1721329264973674e-05,8.411654739446343e-06,4.959943145231824,4.098781356334851e-05,3.0201101913586156e-05,1.3571628505683724,7.194067321929851e-05,7.338275994957939e-06,9.803484260980138
4165,12,76,30,0.002483261,0.07956691,0.0,5.363562649255202e-05,2.3219255077631667e-05,2.3099632745850682,4.7544117904709885e-05,8.10680008999868e-05,0.5864720651415203,9.293697558725094e-05,1.0532230970988083e-05,8.824054072043582
4165,15,76,30,0.0017750508,0.05573599,0.0,3.907810977224987e-05,5.511906531781169e-06,7.089762779344846,3.832379729005041e-05,2.757519552741169e-05,1.3897924042625138,6.495851913314123e-05,9.001925006299912e-06,7.216069794813957
4165,18,76,30,0.0011498893,0.01788678,0.0,2.5237916184264535e-05,4.727665043466591e-06,5.338346932835722,2.3979561088777818e-05,2.3791276282272583e-05,1.007914027153118,4.310981111521662e-05,4.802239860712704e-06,8.977021632738408
4165,21,76,30,0.0012430239,0.017862367,0.0,2.690022354054319e-05,1.0838002874324472e-05,2.482027717880622,2.5454505916862396e-05,2.8989136573199384e-05,0.8780705093643675,4.5270238255778075e-05,6.522431242030965e-06,6.940699959250433
4165,24,76,30,0.0014395427,0.020118918,1.0,3.16786760201781e-05,4.667437095188026e-06,6.787167212781029,3.146965279790085e-05,1.96362191136238e-05,1.602633002606235,5.379190348631632e-05,6.189043688416123e-06,8.69147257548
4165,27,76,30,0.002239713,0.016997227,1.0,4.926409100692393e-05,7.609636880251212e-06,6.47390825372703,4.523818675173411e-05,5.661819372991637e-05,0.7990044148623342,8.640663321465462e-05,6.914742033359158e-06,12.496002424645562
4165,30,76,30,0.0046856063,0.06462703,1.0,0.00010316211971548935,1.4436900237522827e-05,7.145725053038848,8.563343517515445e-05,0.00018150030175885035,0.4718087757723454,0.00018256363333244785,1.266995366378506e-05,14.409179242247381
4165,33,76,30,0.0046759965,0.0,1.0,0.00010293822382995127,1.4592061183518825e-05,7.0543991376774144,9.385861192383292e-05,0.0001223224258495635,0.7673050241765447,0.00018137448215339071,1.3458695175707762e-05,13.47637938042925
4165,36,76,30,0.0037461051,0.09556088,1.0,8.259061319875677e-05,9.842474762638384e-06,8.391244599606923,7.910406797335094e-05,7.06223605585383e-05,1.120099460676937,0.00014708626077486464,9.001448318134114e-06,16.340288315442304
4165,39,76,30,0.0012173443,0.099483356,1.0,2.6872343872090592e-05,2.6962743684397584e-06,9.966472324417301,2.5154468235829382e-05,2.6809438574093628e-05,0.9382691161662942,4.817385631810117e-05,2.548822738123657e-06,18.90043414849825
4165,42,76,30,0.00083877717,0.03177363,1.0,1.8382732027736396e-05,3.851396524922259e-06,4.773004261904051,1.6649980801357048e-05,2.3246322860984774e-05,0.7162414847683877,3.292634366225596e-05,2.0227034553650666e-06,16.278384048299984
4165,45,76,30,0.00091519975,0.01805385,1.0,2.016938498493228e-05,2.5258045983917807e-06,7.985330693345971,1.7455725600496447e-05,3.0343210482712843e-05,0.5752761597340313,3.6597779987425995e-05,1.5355424341210064e-06,23.833779630046976
4165,48,76,30,0.0015349034,0.01426816,1.0,3.3591052336167834e-05,7.768731980674882e-06,4.323878390930115,3.129171611519797e-05,3.677524570521038e-05,0.8508907422680934,5.9658836958834e-05,4.295477669065057e-06,13.888755001214847
4165,51,76,30,0.0017562569,0.049159884,0.0,3.866764274216816e-05,5.404291211103314e-06,7.154988736122153,3.5243102043949436e-05,4.600775186416675e-05,0.7660253026055509,6.778432125258102e-05,5.393045290372196e-06,12.56883960785409
4165,54,76,30,0.0023235797,0.047286004,0.0,5.106005215925107e-05,8.625819857218547e-06,5.9194433693768005,4.7754939197609865e-05,5.2978726739723196e-05,0.9013983939671287,8.554495469110263e-05,1.1270870589645449e-05,7.589915438270828
4165,57,76,30,0.0013421463,0.05656326,0.0,2.9461648852477313e-05,5.457384609209334e-06,5.398492311273205,2.717054618989636e-05,3.349723536891004e-05,0.8111280196906727,5.1103788181055465e-05,4.818976493490674e-06,10.604697543157744
4165,60,76,30,0.0015712603,0.04326073,0.0,3.394490034717034e-05,1.457994107022512e-05,2.3281918756511284,2.9609159976450744e-05,5.461260330373487e-05,0.5421671589573505,5.989550870735377e-05,5.5736720773687515e-06,10.74614865674508
4165,63,76,30,0.0010675583,0.039612558,0.0,2.3414695828729905e-05,4.632366932601367e-06,5.054585737572622,2.0950638147270874e-05,3.127193515087884e-05,0.6699501660575072,4.174825695503802e-05,2.733343590405725e-06,15.273695228648915
4165,66,76,30,0.0011783729,0.029533647,1.0,2.5823816611814427e-05,5.4337187602579804e-06,4.752512551935679,2.4369291878123196e-05,2.5810440821874817e-05,0.944164109644721,4.576739972717078e-05,3.3314712650135297e-06,13.737894187415394
4165,69,76,30,0.0010251284,0.086464606,1.0,2.242272962204117e-05,5.368554294179632e-06,4.176679305702651,2.042393607585668e-05,2.7887196781401794e-05,0.7323768048812126,3.955974278651387e-05,3.153944541585773e-06,12.542941787626871
4165,72,76,30,0.0012802435,0.033362463,1.0,2.7800784525841492e-05,9.736066196107894e-06,2.8554432525279236,2.365170516011284e-05,4.781198092107526e-05,0.4946815568916806,4.827497943062429e-05,5.068499829841992e-06,9.524510417538918
4165,75,76,30,0.001017171,0.0016381156,1.0,2.2239528044770478e-05,5.46407347056501e-06,4.070137080801516,1.7980782540361365e-05,4.3663019288531525e-05,0.4118080433591127,4.010878660075887e-05,2.2733376670064064e-06,17.64312762809901
4740,0,47,30,0.027561244,0.12913685,1.0,0.0006118953454562277,8.651630391309547e-06,70.72601553469839,0.0005539472233917098,0.0007159103423753944,0.7737661975293023,0.0011437871953938093,4.598031135531444e-06,248.75586129792688
4740,3,47,30,0.008850723,0.2005237,1.0,0.00019652040591660512,2.4347340797173334e-06,80.71534692586249,0.0002095921861339703,7.975108476605105e-06,26.280794392804403,0.0003653653752056524,3.41472764794689e-06,106.99693002612634
4740,6,47,30,0.0037870726,0.15525351,1.0,8.393829845844712e-05,3.282978524534492e-06,25.567726937948553,8.693660206814204e-05,2.26225132236264e-05,3.8429241352966734,0.00015576894096971025,2.025740955444927e-06,76.89479770403204
4740,9,47,30,0.0072482177,0.046602674,0.0,0.00016068184724967035,5.844781264421978e-06,27.491507377318598,0.0001497146453994635,0.00016003372720849404,0.9355193308996254,0.0002985244361817955,3.4846250693891746e-06,85.66902614694335
4740,12,47,30,0.015648548,0.06058664,0.0,0.00034730377852614744,6.6260464031311e-06,52.41493303790192,0.00034386174331581986,0.00020105915893693248,1.7102515753767835,0.0006461921321533083,5.830708383609515e-06,110.82566467734773
4740,15,47,30,0.011167941,0.095058404,0.0,0.00024776421649819354,6.183566290219592e-06,40.06817504165463,0.000255183277904499,7.504046155006852e-05,3.400609119844439,0.00045869172489987743,6.639126820512868e-06,69.08916447907886
4740,18,47,30,0.00086391484,0.21603583,0.0,1.8833052159025543e-05,5.475819988084183e-06,3.439311774311017,1.9357937629957384e-05,8.480237777031981e-06,2.2827116572588033,3.29132850616472e-05,3.0831652350362155e-06,10.67516093125012
4740,21,47,30,0.001938089,0.12993999,0.0,4.193416412087564e-05,1.7017224798565423e-05,2.464218732328831,4.287612042554538e-05,2.288200032703238e-05,1.8737924924724483,7.311195411543364e-05,7.641756711028858e-06,9.56742760600005
4740,24,47,30,0.004803624,0.050483286,0.0,0.00010612553294366482,9.325157361500703e-06,11.38056215349335,0.00011240918551875776,1.373977712693219e-05,8.181296136049946,0.00019564348104304685,4.507537896512285e-06,43.40362422563908
4740,27,47,30,0.0032577426,0.09880501,0.0,7.159593090533435e-05,1.1975258181568133e-05,5.978654474066548,7.553800857264533e-05,1.4191050872274494e-05,5.322932688531639,0.00012876158373063463,6.977693989563304e-06,18.45331479471961
4740,30,47,30,0.004821921,0.07178429,0.0,0.0001066256887426769,7.921806434970855e-06,13.459769513172809,0.00011156362182184861,2.2708216034621714e-05,4.912918815452299,0.00019502082745748254,5.892564739407944e-06,33.09608567441506
4740,33,47,30,0.005135328,0.03309789,1.0,0.00011336769336747856,1.1260580035475736e-05,10.067660192487502,0.00012041003790431988,1.301772494358783e-05,9.249699039280326,0.0002074763427276675,6.4956548407892145e-06,31.940789314239392
4740,36,47,30,0.0020979655,0.03161335,1.0,4.638923690950285e-05,3.4832337143996726e-06,13.317865154362153,4.8598327329367493e-05,9.472602372898812e-06,5.130409302137255,8.606618633328485e-05,1.349037086332947e-06,63.79823594563761
4740,39,47,30,0.0021400729,0.03862744,1.0,4.7274985131606514e-05,4.232900569497264e-06,11.16846104826443,4.967058141791242e-05,8.984768846410605e-06,5.528309327374149,8.754752191447042e-05,1.6221877784789696e-06,53.96879638469388
4740,42,47,30,0.0020117639,0.023790807,1.0,4.447612774796745e-05,3.445999025724368e-06,12.906599048912476,4.674669006480162e-05,8.067127169006737e-06,5.79471341971634,8.243098290049358e-05,1.3925065051609208e-06,59.196120517201955
4740,45,47,30,0.0016099641,0.010563674,1.0,3.528671062171347e-05,7.354049914536058e-06,4.798269121340277,3.684249062823845e-05,1.0429920222449898e-05,3.5323847011731475,6.415966191081662e-05,2.9221767442131394e-06,21.956119539269356
5159,0,20,30,0.0017877799,0.089199066,1.0,3.947604753987622e-05,3.785842372766379e-06,10.427282399248545,3.3227893684016776e-05,6.53680219473373e-05,0.5083203177049826,6.876191399360163e-05,5.728905440262068e-06,12.00262680377844
5159,3,20,30,0.002357361,0.05805886,1.0,5.2168376270730074e-05,3.261314118437699e-06,15.996121310669956,4.216884873028137e-05,9.771153797772484e-05,0.4315646811320741,9.302677568980807e-05,5.196594082615537e-06,17.901489747104907
5159,6,20,30,0.0021382768,0.05580351,1.0,4.7204868280989735e-05,4.685909242457479e-06,10.07379055771759,4.1345281238077556e-05,6.696249806210874e-05,0.6174393494061284,8.360018147345543e-05,5.494685208707495e-06,15.21473538483573
5159,9,20,30,0.003307509,0.029001158,0.0,7.317822679557017e-05,4.829588569443565e-06,15.15206228094939,6.750202863472196e-05,7.873729480844429e-05,0.857306931854136,0.0001327257308097706,5.087143003103895e-06,26.09042653780101
5159,12,20,30,0.0035941345,0.08994109,0.0,7.953700015341318e-05,4.9898166490730445e-06,15.939864277014813,7.123381021279878e-05,0.00010038573798554386,0.7096009019035838,0.00014515287337819882,4.602728990584983e-06,31.536263307075707
5159,15,20,30,0.0028761239,0.05496168,0.0,6.3466425969884e-05,6.711600014771782e-06,9.456228891799071,5.542251861006435e-05,9.139636451106545e-05,0.6063974087651407,0.00011487400614245506,4.964492552923924e-06,23.13912346888264
5159,18,20,30,0.0025540781,0.0061873784,1.0,5.652504884675132e-05,3.483638690413359e-06,16.22586435335641,5.0183628687894066e-05,7.439428488058301e-05,0.6745629555878969,0.00010319181986511643,3.228101558843949e-06,31.966720372351478
5228,0,47,30,0.014508852,0.1277637,1.0,0.0003145000016173569,0.0001187838604695135,2.647666108629926,0.0002775280793220749,0.0004754453871104095,0.5837223093251432,0.0005799717155691939,2.4563770022039433e-05,23.610859206417583
5228,3,47,30,0.008473456,0.17986041,1.0,0.0001879396679017422,5.3904172992274625e-06,34.865513645609056,0.00019698911245840563,3.33189307038407e-05,5.912227922599525,0.0003498377960307385,3.222883447431576e-06,108.54807557795364
5228,6,47,30,0.016247423,0.15060678,0.0,0.00036066104659754355,5.892214035555153e-06,61.20976672286867,0.0003492042371789316,0.00026347429624683303,1.3253825597157431,0.0006739072368344147,3.0687522904238e-06,219.60300899403873
5228,9,47,30,0.009669014,0.020444876,0.0,0.00021458541620145505,4.223532866716274e-06,50.807090408246694,0.00021203233675586055,0.00012727603065324693,1.6659251209171129,0.00039791541737014066,4.96017961592707e-06,80.22197746477559
