expert_norm,total_var,var_along_expert,var_ortho_expert,direction_ratio
0.13643283,0.0012173443,5.052994e-05,2.4825837e-05,2.035369
0.072195105,0.00083877717,8.154575e-05,1.6111308e-05,5.0613675
0.10954914,0.00091519975,0.00012632248,1.6784623e-05,7.526039
0.13300157,0.0015349035,0.00021854075,2.8007718e-05,7.802848
0.15603653,0.0017562569,0.00013266015,3.4544613e-05,3.8402448
0.12741494,0.0023235797,0.00014753039,4.6298923e-05,3.1864688
0.1305152,0.0013421463,5.2150237e-05,2.7446726e-05,1.9000462
0.10923964,0.0015712603,7.191477e-05,3.1900967e-05,2.2543063
0.15488243,0.0010675583,3.7485497e-05,2.1916443e-05,1.7103745
0.16767775,0.0011783729,9.678471e-05,2.3012515e-05,4.2057242
0.1483578,0.0010251284,2.0526022e-05,2.1374519e-05,0.96029884
0.04319946,0.0012802435,0.00015157237,2.4014278e-05,6.311734
0.0046332907,0.001017171,2.10032e-05,2.119506e-05,0.99094325
0.45546833,0.027561244,0.019797904,0.00016517744,119.85833
0.32998386,0.008850723,0.0010672914,0.00016560491,6.444801
0.28233132,0.0037870726,8.374178e-05,7.879428e-05,1.0627888
0.2680159,0.0072482177,0.00091384776,0.00013477383,6.780597
0.40959585,0.015648548,0.0048047774,0.00023071852,20.82527
0.45065036,0.011167941,0.002892842,0.00017606594,16.430437
0.37865135,0.00086391484,6.9943803e-06,1.823235e-05,0.38362265
0.30354866,0.001938089,2.0006002e-05,4.081028e-05,0.49021852
0.20766903,0.004803624,0.0010870396,7.9076264e-05,13.746706
0.17133874,0.0032577429,0.0015106347,3.7172515e-05,40.63838
0.14955793,0.004821921,0.0006067508,8.968447e-05,6.765386
0.10973866,0.005135328,0.00034512635,0.000101919184,3.3862712
0.0736657,0.0020979655,0.0010018037,2.3322591e-05,42.954033
0.06722078,0.0021400729,0.00088734145,2.6653861e-05,33.29117
0.045273382,0.0020117639,0.00049338315,3.2305972e-05,15.27215
0.022338584,0.0016099641,0.0001529106,3.100114e-05,4.932403
0.24944617,0.0017877797,7.0666865e-05,3.6534315e-05,1.9342549
0.12682854,0.0023573607,0.00021175943,4.565109e-05,4.63864
0.19526808,0.0021382766,0.00018858236,4.1482857e-05,4.5460205
0.22144836,0.003307509,0.00018523523,6.6431356e-05,2.788366
0.21817267,0.0035941345,0.0004303241,6.7315115e-05,6.3926716
0.07846684,0.0028761239,0.00025880328,5.568767e-05,4.647399
0.011894093,0.0025540781,0.000119498654,5.179956e-05,2.306939
0.42749593,0.014508853,0.0057524247,0.00018630698,30.87604
0.31143308,0.008473456,0.003026797,0.00011588636,26.11864
0.39009276,0.016247422,0.0009953302,0.00032451257,3.0671537
0.37047595,0.009669015,0.0011815164,0.00018058508,6.54271
0.32765916,0.0016685011,0.00010242426,3.3320783e-05,3.0738761
0.263488,0.0018935334,7.185808e-05,3.8759048e-05,1.8539644
0.1976916,0.0035604488,0.0006807151,6.127093e-05,11.109901
0.17377901,0.0034034308,0.0024105487,2.112515e-05,114.10747
0.16912726,0.002516515,0.00011707788,5.1051855e-05,2.2933085
0.13724186,0.0037800306,0.00055376894,6.8643865e-05,8.067263
0.11701047,0.004848006,0.0027115277,4.545699e-05,59.650276
0.11066066,0.0021931482,0.00066906936,3.242721e-05,20.632898
0.10052287,0.0017221156,0.00043078288,2.7475162e-05,15.678936
0.08844304,0.0018775974,0.00061761297,2.680818e-05,23.038141
0.08953133,0.003240387,0.0011724003,4.3999717e-05,26.645575
0.087707385,0.0084601315,0.0006974225,0.00016516402,4.222603
0.20772962,0.0037716925,0.00014478328,7.716828e-05,1.8761994
0.20887686,0.0043646498,0.0003846144,8.4681604e-05,4.541883
0.15166363,0.0032122266,0.00023765543,6.3288746e-05,3.755092
0.15391645,0.0013320299,8.731995e-05,2.648319e-05,3.2971716
0.18598966,0.002287487,7.071621e-05,4.7165337e-05,1.4993228
0.2109618,0.003682434,0.00024634853,7.3108204e-05,3.369638
0.15587302,0.0020325533,0.0001872113,3.9262595e-05,4.7681727
0.10098283,0.002510639,0.00018580939,4.946446e-05,3.7564147
0.061407633,0.00312126,0.00019999752,6.215452e-05,3.2177417
0.48653728,0.02816184,0.018155305,0.00021290501,85.27416
0.46162036,0.0024227845,1.1199406e-05,5.1310322e-05,0.21826766
0.37239522,0.0057327948,6.245239e-05,0.000120645585,0.51765126
0.31504765,0.01677562,0.0068989387,0.00021014214,32.829853
0.43140656,0.0119389165,0.0027102989,0.00019635358,13.803148
0.5244833,0.005020275,6.739073e-05,0.00010538052,0.6394983
0.54053813,0.008394837,0.001920974,0.00013774178,13.946187
0.43197554,0.009081703,0.0036452166,0.000115669915,31.513927
0.40108314,0.0023802794,0.00015095534,4.7432426e-05,3.182528
0.33736825,0.0015649025,6.9852525e-05,3.1809574e-05,2.1959524
0.3256891,0.006047557,0.0025264432,7.491732e-05,33.72304
0.31707734,0.006304748,0.00034481814,0.00012680702,2.7192333
0.26505235,0.0050218133,0.00025898736,0.00010133672,2.5557084
0.25401995,0.005387242,0.001926983,7.3622534e-05,26.173784
0.20560065,0.018600194,0.009845883,0.00018626194,52.860382
0.12538779,0.020444155,0.0019277957,0.0003939651,4.893315
0.5908695,0.004479087,0.00022134354,9.0590285e-05,2.4433446
0.5097025,0.0017659941,7.0870155e-05,3.6066467e-05,1.9649822
0.20039423,0.0008842678,1.5490075e-05,1.8484632e-05,0.83799297
0.07773297,0.00072528323,0.00017443918,1.1720086e-05,14.883653
0.13515083,0.00054887496,4.7363934e-05,1.0670447e-05,4.438754
0.21165678,0.0029121977,0.00011644528,5.9484093e-05,1.9575835
0.21640173,0.001053497,4.086238e-05,2.1545417e-05,1.8965607
0.20295517,0.0006941351,3.0031943e-05,1.4129854e-05,2.1254098
0.15029809,0.0004163679,3.6396676e-05,8.084494e-06,4.5019794
0.16252974,0.0004566409,4.523803e-05,8.753253e-06,5.1680803
0.38192007,0.003180998,0.0004132725,5.8887774e-05,7.0179563
0.48887908,0.0026299607,7.401155e-05,5.4381897e-05,1.3609569
0.4642813,0.005386692,0.00021728003,0.00010998749,1.9754958
0.22535138,0.007437176,0.00084197015,0.00014032354,6.0002017
0.18308343,0.0021541417,0.00013113026,4.3042797e-05,3.0465019
0.16619633,0.0007556236,3.4544177e-05,1.5342117e-05,2.2515767
0.07527038,0.00037856607,2.0189282e-05,7.625038e-06,2.6477268
0.067990206,0.00042295392,2.484814e-05,8.470335e-06,2.9335139
0.13920191,0.00051495596,9.58431e-05,8.9172945e-06,10.747881
0.22885844,0.0020687385,0.0002683153,3.8306876e-05,7.0043464
0.25016236,0.0007825545,3.2437758e-05,1.5959931e-05,2.032437
0.20494951,0.00032187847,7.923995e-06,6.6798825e-06,1.18623
0.107447155,0.00026591413,1.0650532e-05,5.43114e-06,1.9609761
0.1392698,0.00075153995,3.99816e-05,1.5139539e-05,2.6408558
0.14604817,0.0012518545,4.6853496e-05,2.563832e-05,1.8274721
0.14143702,0.001212313,7.901874e-05,2.4112642e-05,3.2770534
0.017828494,0.00070410536,4.2026008e-05,1.4086795e-05,2.9833407
0.47649455,0.015824616,0.0062360307,0.00020401245,30.566896
0.39421633,0.010339916,0.0017526716,0.00018270731,9.592777
0.28770006,0.007404925,0.0006775973,0.00014313463,4.7339826
0.21229495,0.024054974,0.009338706,0.0003131121,29.82543
0.17571391,0.00723477,0.0027117885,9.623364e-05,28.179186
0.17309734,0.013083618,0.0040445435,0.00019232073,21.03019
0.3800596,0.012554435,0.00078522635,0.00025040872,3.1357777
0.46162817,0.010659514,0.00029772692,0.00022046355,1.350458
0.4762279,0.0014743858,5.1290215e-05,3.027863e-05,1.6939355
0.31643853,0.003330894,0.001177354,4.582e-05,25.695143
0.28344736,0.0026982785,0.0010212928,3.5680547e-05,28.62316
0.23417592,0.0026583106,5.7259917e-05,5.5341505e-05,1.0346631
0.17550322,0.0035151886,0.00085017574,5.67024e-05,14.993621
0.17021033,0.0037590975,0.0015047948,4.7963884e-05,31.373434
0.14423092,0.0045064543,0.0008261678,7.8303965e-05,10.550765
0.10945152,0.0040541743,0.00012531056,8.359285e-05,1.4990565
0.18746829,0.0038967927,0.00047064203,7.289682e-05,6.4562674
0.1658688,0.0038748302,0.00031746912,7.5688535e-05,4.1944094
0.07729427,0.002417691,0.0001078057,4.9146496e-05,2.193554
0.062746026,0.0016523772,6.8630696e-05,3.3696735e-05,2.0367105
0.04893386,0.0010604326,4.656753e-05,2.1571597e-05,2.1587327
0.05970876,0.0013737238,9.677845e-05,2.716905e-05,3.5620713
0.16129805,0.0024542594,0.00017404015,4.8515303e-05,3.5873175
0.21600388,0.0047350377,0.00045080014,9.115399e-05,4.9454737
0.20863661,0.0038870813,0.00053195923,7.138558e-05,7.4519043
0.14399669,0.0029035488,0.00014629091,5.866506e-05,2.4936593
0.097398855,0.0026801755,0.000118427975,5.4505268e-05,2.1727765
0.104130946,0.0022229715,5.020256e-05,4.622913e-05,1.0859486
0.36605108,0.0066667376,0.0008962683,0.00012277593,7.3000264
0.32952717,0.0034379826,0.00011141904,7.077795e-05,1.5742033
0.29657885,0.00831517,0.0008591219,0.00015863933,5.415563
0.34223688,0.006705531,0.0016946899,0.00010661364,15.895604
0.3106646,0.01131711,0.0019049945,0.00020025778,9.512707
0.34049264,0.0047805225,0.00033721188,9.4538525e-05,3.5669217
0.2980593,0.0038993102,0.0004267034,7.3885254e-05,5.7752094
0.27004585,0.0013603778,7.707711e-05,2.730427e-05,2.8228855
0.27373314,0.006723363,0.0014153287,0.000112936905,12.532019
0.2461181,0.0064760875,0.0011045941,0.00011428709,9.665073
0.22564833,0.0062551256,0.004657718,3.39874e-05,137.0421
0.2541663,0.004339434,0.0009974943,7.11051e-05,14.028429
0.24236274,0.00373615,0.0009774758,5.8695197e-05,16.653393
0.21179405,0.0051106266,0.0024072293,5.751909e-05,41.85089
0.22696047,0.00294921,0.0004867956,5.2391795e-05,9.2914295
0.21318428,0.0034782297,0.0002127702,6.9477865e-05,3.0624127
0.3904451,0.002107719,7.864719e-06,4.467775e-05,0.17603174
0.38729295,0.00054251443,1.0600713e-05,1.1317313e-05,0.9366728
0.18757468,0.0007685776,3.1090898e-05,1.5691206e-05,1.9814092
0.13351108,0.0005354154,4.5480883e-05,1.0424139e-05,4.3629932
0.070958875,0.0006608934,2.9721132e-05,1.3429197e-05,2.2131562
0.14126655,0.00089643477,0.0002625317,1.34873e-05,19.464962
0.22674567,0.003372914,0.00021604226,6.7167486e-05,3.216466
0.25061196,0.002328875,0.00013012848,4.678184e-05,2.7815967
0.20987274,0.00033006087,5.4086454e-06,6.907494e-06,0.7829999
0.09456592,0.00030582977,2.3896286e-05,5.998585e-06,3.9835873
0.06458982,0.00030059295,1.4158533e-05,6.0943494e-06,2.323185
0.07589048,0.0005395517,2.433607e-05,1.0962036e-05,2.2200117
0.12895419,0.00087726954,5.714862e-05,1.7449382e-05,3.2750897
0.13445123,0.001182742,6.781686e-05,2.3721812e-05,2.8588276
0.08867742,0.00083625846,5.0787356e-05,1.671215e-05,3.0389297
0.1273798,0.003241931,0.0001189788,6.644579e-05,1.7906119
0.13186678,0.0015641782,4.8086604e-05,3.2257267e-05,1.490717
0.105690226,0.0010523355,5.028336e-05,2.1320257e-05,2.358467
0.09440467,0.0005446996,5.570173e-05,1.0404211e-05,5.3537164
0.1442183,0.00033611283,2.6962078e-05,6.577676e-06,4.0989656
0.17783757,0.0008890892,3.506469e-05,1.8170735e-05,1.9297237
0.19802853,0.0007217928,4.448705e-05,1.4410761e-05,3.0870502
0.17386895,0.00075307686,1.8798783e-05,1.5622938e-05,1.2032732
0.11867144,0.00056705996,1.7010443e-05,1.1703181e-05,1.4534764
0.107124925,0.0010213997,2.1391466e-05,2.1276772e-05,1.0053859
0.11081868,0.0017031435,3.2508404e-05,3.554543e-05,0.9145568
0.099116184,0.0016287431,8.422849e-05,3.2862015e-05,2.5630882
0.010969169,0.0045554787,0.00042951186,8.7786524e-05,4.8926797
0.518713,0.0025929422,0.00010858592,5.2858646e-05,2.054266
0.4050142,0.0019593784,7.418535e-05,4.011049e-05,1.8495203
0.16521852,0.0017428244,0.0001509174,3.387036e-05,4.455724
0.25055498,0.0013575221,4.4889297e-05,2.7928358e-05,1.607296
0.3218267,0.0018760734,0.00012270793,3.730565e-05,3.2892501
0.32672653,0.0022900712,0.00013049817,4.5948364e-05,2.8400989
0.34955853,0.0029712797,7.8344834e-05,6.15518e-05,1.2728256
0.3433572,0.004289199,0.0002282674,8.64028e-05,2.641895
0.29553863,0.0032708212,0.00011414428,6.716334e-05,1.6995002
0.16009708,0.0016331476,7.248506e-05,3.3205586e-05,2.1829112
0.11014163,0.0017402543,0.00011752093,3.452624e-05,3.4038053
0.23623316,0.0036484671,0.00033782603,7.043917e-05,4.7959895
0.26871005,0.0043997983,0.0002917224,8.7405875e-05,3.3375566
0.22237141,0.0039736703,0.0004939147,7.403735e-05,6.671147
0.15358484,0.0016486156,0.00025167296,2.9722183e-05,8.467484
0.0742032,0.00091495947,6.3698004e-05,1.8111947e-05,3.516886
0.10599307,0.0016446393,0.00030614206,2.8478666e-05,10.749836
0.1820775,0.0015841939,6.130673e-05,3.2401855e-05,1.892069
0.37027082,0.0028642477,8.01688e-05,5.923572e-05,1.3533838
0.41268894,0.0018480353,0.00014209315,3.6296642e-05,3.9147635
0.3761102,0.0021536755,0.0001827409,4.193478e-05,4.3577304
0.15087853,0.0011379521,0.0001404816,2.1222775e-05,6.619348
0.10171677,0.00079599296,5.5541714e-05,1.5754282e-05,3.5254772
0.08290024,0.0016538445,0.00014633451,3.207468e-05,4.562292
0.23008743,0.0031178389,0.0004190052,5.7421992e-05,7.296934
0.34102476,0.0019876962,0.00015151133,3.9067763e-05,3.8781576
0.4129389,0.0016779108,9.45715e-05,3.368807e-05,2.8072617
0.20788994,0.0032933499,0.00041449626,6.1252205e-05,6.7670307
0.26018494,0.0024060905,0.00032157902,4.435131e-05,7.250706
0.27518025,0.0017586261,0.00021707773,3.2798904e-05,6.618425
0.23458257,0.000428596,6.5678705e-06,8.979322e-06,0.7314358
0.16524456,0.0004856167,1.4885416e-05,1.0015559e-05,1.4862143
0.1689345,0.0012804153,2.8310711e-05,2.6640524e-05,1.0626894
0.13790515,0.00035648688,1.0153745e-05,7.36879e-06,1.3779205
0.14809696,0.0007182914,0.00014747755,1.2144975e-05,12.142992
0.12930265,0.0011071819,6.568819e-05,2.2159442e-05,2.9643297
0.118637435,0.00031730015,8.385791e-05,4.966856e-06,16.883158
0.009020413,0.0002388675,1.3175082e-05,4.8019665e-06,2.7436275
0.30570236,0.0024232562,0.00058911514,3.902428e-05,15.096081
0.13332339,0.0059532747,0.0019747815,8.464879e-05,23.329088
0.072417855,0.0013052584,0.00025207974,2.2408058e-05,11.249463
0.05971326,0.00082147797,0.000108923305,1.5160737e-05,7.184518
0.10249818,0.0009024874,5.212124e-05,1.8092896e-05,2.8807411
0.10154287,0.00094617106,0.00013105928,1.7342803e-05,7.5569396
0.10413347,0.001513259,3.4219884e-05,3.1468917e-05,1.0874151
0.22750887,0.002417994,0.00065211864,3.7571815e-05,17.356546
0.27818874,0.0021625161,0.00022163306,4.129538e-05,5.3670053
0.28363255,0.005306365,0.0015889923,7.9093035e-05,20.090141
0.12484498,0.010058986,0.002910794,0.0001520892,19.138716
0.07886152,0.0019817406,0.000108636836,3.9853272e-05,2.7259133
0.07491368,0.0017414514,4.82999e-05,3.60245e-05,1.3407477
0.083009526,0.0014052758,4.0359715e-05,2.9040768e-05,1.3897558
0.0825072,0.0014617789,9.481464e-05,2.9084344e-05,3.2599778
0.06450304,0.0009723689,1.4828457e-05,2.0373202e-05,0.7278377
0.20028256,0.0027101615,0.00044162094,4.8266822e-05,9.149557
0.12254606,0.0008803662,1.9879193e-05,1.8308234e-05,1.0858002
0.07323874,0.00016157317,5.0176295e-06,3.330969e-06,1.506312
0.12469998,0.000349129,1.7833272e-05,7.048845e-06,2.5299208
0.15369578,0.0008458136,7.167376e-05,1.647106e-05,4.3514705
0.16609533,0.0019522716,0.0003943873,3.3146473e-05,11.898283
0.14890963,0.0004560231,7.559139e-06,9.541786e-06,0.7922059
0.1616695,0.0013980402,0.00011307174,2.7339755e-05,4.135784
0.20499294,0.0017636296,5.4974415e-05,3.6354366e-05,1.5121778
0.2339204,0.0009389417,3.844724e-05,1.9159457e-05,2.0066874
0.3055209,0.0031283917,0.00012226166,6.3960215e-05,1.9115236
0.25736532,0.0019389549,7.5785974e-05,3.964189e-05,1.9117601
0.14993426,0.0016201567,0.0001244659,3.182321e-05,3.9111557
0.22863677,0.0013990984,3.8464077e-05,2.8949667e-05,1.3286489
0.39609328,0.0011736659,2.0777992e-05,2.4529529e-05,0.8470569
0.4629531,0.001785336,3.7928246e-05,3.717889e-05,1.0201528
0.38815236,0.0016405416,2.5859128e-05,3.4354947e-05,0.7527025
0.192781,0.0014803018,7.385773e-05,2.9924344e-05,2.4681404
0.1971364,0.0029310705,6.572338e-05,6.096483e-05,1.0780523
0.29363218,0.0022581976,6.130929e-05,4.674231e-05,1.3116417
0.28622475,0.0023911216,3.3013523e-05,5.017251e-05,0.6579989
0.20209119,0.004233375,0.00013099912,8.72846e-05,1.5008256
0.08214337,0.004504212,0.00017284026,9.215684e-05,1.875499
0.2593153,0.0013449922,0.00022777151,2.3770654e-05,9.582006
0.114671305,0.00551877,0.0017168864,8.0891135e-05,21.224628
0.06364786,0.001688482,0.00018351893,3.202049e-05,5.7312794
0.19297822,0.0013960549,0.00012500824,2.7043545e-05,4.6224627
0.23272285,0.00813571,0.0009236596,0.00015344788,6.0193663
0.24672683,0.01186065,0.0024474012,0.0002002819,12.219776
0.14027257,0.0068854652,0.0009367139,0.00012656917,7.4008
0.054548718,0.0012818144,3.9871626e-05,2.6424314e-05,1.5088935
0.057299715,0.0014289671,0.00011538016,2.794866e-05,4.128275
0.07194889,0.0014704927,8.2161154e-05,2.953897e-05,2.7814403
0.07426082,0.0013181907,4.135816e-05,2.716665e-05,1.5223815
0.055526424,0.0007595322,3.994419e-05,1.5310383e-05,2.6089437
0.0546022,0.0007747023,4.2309362e-05,1.558283e-05,2.7151096
0.054863334,0.00084667566,7.086739e-05,1.6506558e-05,4.293261
0.0564087,0.0006484954,4.3039687e-05,1.2882037e-05,3.3410363
0.05461149,0.00074924703,2.9297213e-05,1.531808e-05,1.9125777
0.27139723,0.002316581,0.0001647039,4.578462e-05,3.5973551
0.24398491,0.001540802,0.00018381154,2.8872137e-05,6.366377
0.13548183,0.0023925435,0.00011970818,4.8358197e-05,2.4754424
0.24140193,0.0032223184,0.00019813096,6.4344415e-05,3.0792205
0.29027316,0.0040229643,0.0011323275,6.1502906e-05,18.410929
0.298989,0.0034193143,0.00013479184,6.9883456e-05,1.9288063
0.19580458,0.0016786315,4.6784375e-05,3.4720153e-05,1.3474665
0.117175095,0.0025448715,0.0002881365,4.8015638e-05,6.0008764
0.013920922,0.0018661672,0.00014570574,3.660556e-05,3.9804156
0.29826185,0.002474044,0.00020813962,4.821073e-05,4.3172793
0.27095434,0.001617485,3.846786e-05,3.359611e-05,1.1450061
0.15668184,0.001833641,0.0001880491,3.5012592e-05,5.370884
0.085509844,0.0009762596,5.6650373e-05,1.9566154e-05,2.8953102
0.059540354,0.0019196931,7.381187e-05,3.927407e-05,1.8793999
0.14368407,0.0015764728,0.0002959117,2.724598e-05,10.860707
0.25284466,0.0044551888,0.00031225805,8.814746e-05,3.5424469
0.29842812,0.006914855,0.0012787922,0.000119916236,10.664036
0.22990254,0.00078205555,2.1900338e-05,1.6173515e-05,1.354078
0.26581335,0.0010496639,8.476206e-05,2.0529826e-05,4.128708
0.21924637,0.0022187023,0.00022285315,4.2464875e-05,5.2479286
0.172214,0.000394632,1.7090038e-05,8.032807e-06,2.1275034
0.0051444597,0.0001312086,1.1817312e-06,2.766529e-06,0.42713758
0.004883375,3.2065956e-05,2.6813345e-06,6.2520473e-07,4.2880445
0.003252678,5.2529304e-05,4.127848e-06,1.0298182e-06,4.0079374
0.5129515,0.024098594,0.007731677,0.00034823228,22.202637
0.5001264,0.010980638,0.0049244235,0.00012885562,38.216568
0.35867608,0.014565555,0.004844511,0.00020683074,23.422575
0.38280457,0.0073104557,0.0004229232,0.00014654324,2.885994
0.4983745,0.007813809,0.0032456403,9.719508e-05,33.393017
0.5032647,0.003273301,0.0007392313,5.3916378e-05,13.710675
0.4364119,0.001800509,2.2413064e-05,3.783183e-05,0.5924378
0.2965809,0.0036037632,0.00021057097,7.219558e-05,2.9166698
0.24442899,0.0032000681,0.0016396501,3.3200384e-05,49.386333
0.2282731,0.0028234427,0.0005595369,4.8168207e-05,11.616288
0.20286795,0.0029890072,0.0001613274,6.01634e-05,2.6814833
0.15783216,0.0062902616,0.002170895,8.764609e-05,24.768845
0.13481136,0.0026234032,0.0016894721,1.9870875e-05,85.0221
0.11264823,0.0065707257,0.0027205,8.1919694e-05,33.209312
0.076300815,0.010646606,0.005310522,0.0001135337,46.77481
0.054541957,0.0039481386,0.00039568258,7.558417e-05,5.234986
0.18636896,0.0029552898,0.00016629123,5.9340397e-05,2.8023229
0.16591649,0.0014207523,8.068353e-05,2.85121e-05,2.8297896
0.12449344,0.0012522368,0.0001620205,2.319609e-05,6.9847894
0.2830439,0.0018922668,0.00022818758,3.540594e-05,6.444877
0.36480635,0.0013078535,3.0178147e-05,2.7184582e-05,1.1101159
0.4067499,0.0009224089,0.000104759194,1.7396802e-05,6.0217156
0.3064303,0.0007262997,2.5269388e-05,1.49155385e-05,1.6941539
0.16890621,0.0022427998,5.9273567e-05,4.6458004e-05,1.2758499
0.41471356,0.0024539349,4.2734075e-05,5.1302148e-05,0.8329864
0.60185647,0.0032917466,0.00013127511,6.724407e-05,1.9522154
0.73456025,0.004694717,0.00038396704,9.171808e-05,4.1863785
0.12077706,0.0018094772,5.8333317e-05,3.725838e-05,1.5656387
0.11291543,0.0009969603,3.960657e-05,2.0369229e-05,1.9444219
0.07057446,0.00084830436,2.5590187e-05,1.7504557e-05,1.4619074
0.0822384,0.00082485285,0.00013799802,1.4613933e-05,9.442843
0.12455816,0.0020133588,0.000107501604,4.0550152e-05,2.6510713
0.1678037,0.0024466196,6.522841e-05,5.0667895e-05,1.287369
0.14776857,0.0020323684,5.4874276e-05,4.2074345e-05,1.3042186
0.10783947,0.0012167366,2.7284892e-05,2.5307485e-05,1.078131
0.07945168,0.0017259842,7.575408e-05,3.5111276e-05,2.1575367
0.06378827,0.0019485604,9.9955694e-05,3.9332015e-05,2.5413253
